('', 'per il resto'),1
('sogleich', 'e'),1
('', 'piuttosto'),1
('allein', ''),1
('als auch sowohl', 'anche'),1
('außerdem', ''),1
('dass', 'da'),1
('doch', 'anche'),1
('', 'dopotutto'),1
('deshalb', 'quindi'),1
('aber', 'prima di'),1
('wegen', 'così'),1
('beispielsweise', 'ad esempio'),1
('als', 'per'),1
('wegen', ''),1
('weshalb', 'per cui'),1
('wie', 'e'),1
('zudem', 'anche'),1
('aufgrund', 'a causa di'),1
('denn', 'quindi'),1
('sodass', 'per cui'),1
('so dass', ''),1
('dazu', 'e'),1
('indem', ''),1
('solange', 'e'),1
('auch wenn', 'se'),1
('und', 'quando'),1
('da', 'per'),1
('zuletzt', ''),1
('', 'solamente'),1
('insbesondere', ''),1
('aufgrund', ''),1
('angesichts', ''),1
('auch wenn', 'anche'),1
('allerdings', 'mentre'),1
('also', 'dopo'),1
('aber', 'per'),1
('wenngleich', 'anche se'),1
('dabei', 'invece'),1
('auch wenn', ''),1
('', 'in fin dei conti'),1
('noch', 'così'),1
('außer', 'tranne'),1
('einerseits', ''),1
('gleichzeitig', 'mentre'),1
('dennoch', ''),1
('folglich', 'di conseguenza'),1
('als', 'da'),1
('kaum', 'e'),1
('deswegen', 'per questo motivo'),1
('zwar', 'per'),1
('', 'per esempio'),1
('', 'con questo'),1
('ansonsten', 'per il resto'),1
('bis', 'ad esempio'),1
('', 'così'),1
('statt', ''),1
('weiterhin', ''),1
('später', 'più tardi'),1
('ohnehin', ''),1
('dagegen', ''),1
('zwar', 'infatti'),1
('dennoch', 'tuttavia'),1
('beispielsweise', ''),1
('und', 'in più'),1
('als wenn', ''),1
('denn', ''),1
('wiederum', ''),1
('aber', 'quindi'),1
('hierdurch', 'per cui'),1
('dass', 'così'),1
('dann', 'se'),1
('wenn', 'da'),1
('wenn auch', ''),1
('dann', 'così'),1
('so', 'perché'),1
('weil', ''),1
('und', 'poiché'),1
('dann', 'alla fine'),1
('dass', 'poiché'),1
('während', 'mentre'),1
('zwar', 'anche'),1
('und', 'quindi'),1
('und', 'ma'),1
('gleichzeitig', ''),1
('', 'nel contempo'),1
('denn', 'in quanto'),1
('zwar', 'sebbene'),1
('vielmehr', 'piuttosto'),1
('deshalb', 'perché'),1
('aber', 'solo'),1
('zwar', 'e'),1
('somit', 'pertanto'),1
('anstatt', 'invece che'),1
('sonst', 'altrimenti'),1
('denn', 'poiché'),1
('dafür dass', ''),1
('dass', 'cosicché'),1
('nämlich', ''),1
('schließlich', ''),1
('allerdings', 'però'),1
('dass', 'per'),1
('dennoch', 'comunque'),1
('schließlich', 'per'),1
